22.7559,41.3436,-0.0280213,-194.905,13.054,27.5486,54.9181,30.1585,8.06583,10.125,35.8787,-9.00781,12.9734,13.375
-47.1159,30.337,-76.1096,-330.217,-28.5734,27.3639,49.1936,-11.8304,-12.2205,11.5,15.4934,17.2567,68.7823,15.25
-45.7142,-76.2949,141.98,-532.012,140.013,9.66687,13.2432,-0.101595,-12.8319,12.25,74.2643,-120.833,54.3955,14
-24.0369,-35.7117,56.2318,-297.826,82.8182,15.3548,-7.43191,-15.9755,-16.7371,-4.125,58.0203,-88.1183,12.585,9.625
-75.1984,-67.1112,185.513,-459.768,88.2514,28.3473,8.61061,11.2557,-31.8922,9,56.4247,-88.6513,29.4574,18.5
18.9285,18.8641,-15.3349,154.449,41.1955,-27.7511,-13.119,-19.7262,-25.1522,-18.375,-51.6079,-8.32215,-6.09057,-10.375
-61.3286,35.056,24.7378,-332.24,-28.3513,29.2732,39.2078,10.7064,-2.60057,-7.375,70.531,-30.218,29.096,1.875
-30.8668,40.8281,15.5851,-180.331,28.2188,8.38427,-8.27068,6.90647,0.878623,-3.875,11.153,-38.607,14.4996,-4.125
7.2524,33.3303,3.61626,-200.652,23.7231,1.54703,-5.74796,-25.6702,-0.204977,-1.25,-2.28424,-30.1725,46.4205,-9.25
-25.9176,-16.3459,-14.7569,-142.732,40.8921,-1.78522,3.73759,-2.74608,-9.43696,1.625,18.0452,-31.8001,10.1197,5.125
59.1875,79.3667,11.0778,178.338,-1.96184,-27.4155,19.9427,45.689,-6.72623,-20.875,-30.9274,17.2201,-39.3918,1.875
-38.0727,-21.0707,7.58238,171.751,12.2442,2.55235,-15.3467,-1.09607,-4.10471,-0.75,-3.29913,-22.8869,-32.0285,-8.75
19.4829,31.9597,6.03805,128.907,-19.5532,-18.8059,35.464,12.4258,-2.02502,-1.5,6.80609,17.3906,-37.3728,-14.25
-100.933,36.9222,27.3974,-261.213,94.8819,19.3602,-19.0497,-5.42456,3.72615,-5.375,25.75,-53.4281,35.556,18.375
-69.3438,20.4512,114.66,248.446,39.2869,40.5345,-20.6002,-28.7118,44.1693,-11,-52.6842,-20.8263,-31.1376,-14
1.66249,30.185,-19.498,-365.118,-3.71674,2.65834,57.9348,-66.4499,-9.87556,12.625,82.2206,16.9916,83.2043,2.125
16.9379,-3.03598,-24.0209,146.382,42.5301,-25.4342,-5.30852,-38.0781,-23.3311,-7.75,-51.0491,-15.7567,-2.09875,-9
64.4146,123.365,-27.1944,200.175,-2.33971,9.44536,29.0104,17.8847,-42.6906,-11.5,-57.047,26.56,-56.1926,-23.75
-3.6785,-47.8084,10.8816,157.329,31.1702,8.01575,12.796,-8.74292,0.454153,2.25,-9.42557,-24.9779,-20.4397,-0.25
-21.8975,11.2166,6.02644,-134.015,6.71935,-8.35651,5.82238,-5.27635,-9.73531,-3.125,25.6896,-22.0485,-13.6986,3.625
-33.0466,-21.0898,-0.85623,-133.351,10.1211,4.50956,-5.611,-0.945937,9.42063,-4.375,25.0892,-21.945,-9.81392,4.375
-6.03024,43.4042,35.6426,150.086,-24.3223,-28.5703,-3.72225,25.4148,-16.5902,5.625,-11.5622,17.9487,-31.9937,-18.875
-2.3021,-16.3033,-48.9016,116.352,-5.11417,3.23053,-8.59877,8.28315,2.84793,0,1.11923,19.1192,-8.73608,8
-23.0118,-12.685,-28.844,164.895,-31.7906,7.14531,-12.634,-7.97568,10.0363,9.75,-30.0326,13.3425,10.305,-5.5
-11.4988,17.8972,-18.695,140.252,-23.0534,13.4583,-14.9624,-20.1587,13.031,3.75,-24.7205,11.6872,7.56503,-7.25
-127.3,-36.3545,108.756,-402.48,54.9881,36.7526,-29.5708,8.7364,-1.73169,9.375,56.2988,-97.4609,33.5344,33.875
-33.5512,34.0003,14.12,-205.989,21.7845,-3.35725,0.257668,9.61302,-5.68833,-7.875,45.0249,-36.9303,-7.31406,8.875
81.9103,64.0397,7.30979,182.486,-3.76035,-34.1868,38.9005,19.1283,-18.018,-21.125,-43.2106,20.3414,-36.7468,-1.375
13.7324,8.62087,-11.2759,-123.379,-2.48943,-4.34077,20.4169,1.87605,-0.900016,-4.125,-13.2642,1.06694,30.776,2.875
5.25979,-11.3654,-26.028,151.864,-38.8926,13.8458,-12.3243,-22.8092,17.0114,0.875,-3.81997,13.7541,-5.74151,1.375
84.0494,91.8144,-6.69813,182.159,-2.7156,-19.2679,10.1446,14.1836,-27.0723,-14.5,-45.4478,14.1228,-35.7379,9.75
-35.9636,42.9934,24.5513,-211.049,46.0507,4.79037,1.52195,11.602,1.66999,7,6.97527,-53.1415,20.9265,-2.25
-5.546,27.7218,-30.081,-369.653,-7.75051,11.9108,52.4546,-63.6289,-9.47722,16.25,84.0458,21.0548,90.0448,2
77.8717,93.4306,6.87587,189.219,-7.84618,-24.4778,7.65586,26.8233,-21.8261,-20.5,-42.535,14.4675,-40.423,9
-26.5519,-4.2969,165.262,-393.481,52.455,-10.1699,-24.3029,12.7324,-22.0947,19.25,76.6814,-108.853,-5.63581,6.5
-53.383,12.7561,2.09514,-371.593,-38.6104,33.4348,63.6887,-7.87634,1.52275,1.5,97.0878,5.45343,65.6947,12.25
-79.357,75.5983,-101.858,-319.599,99.5321,20.058,-27.0978,9.56121,-18.399,16.25,30.1635,-32.8456,66.9345,-13
-24.8568,4.04866,21.8589,131.604,-26.8514,-3.39599,0.310309,-4.74548,-6.09708,-6,-30.3989,10.8336,7.84647,1.5
-8.50068,-9.28313,56.5729,-377.371,67.326,20.7153,11.0812,-90.7804,25.2284,-17.75,39.9733,-98.0493,26.0262,30.5
-12.4072,23.9946,25.0761,134.184,-6.20734,-15.4299,14.3646,5.9995,-10.0581,11.75,-5.2774,11.6051,-26.9282,-36.5
-55.3094,-29.7372,97.7772,-287.01,45.9482,23.3271,3.89057,-19.2188,-2.55757,-4.25,32.4728,-59.677,4.80274,17.5
-20.3975,6.55632,-28.1347,-146.87,-43.9392,6.93654,3.02284,-15.7054,-4.86943,3,0.890674,12.614,3.3701,-0.5
-77.5962,68.6111,-19.0873,-379.037,-24.1058,21.9859,4.36483,29.9726,-9.74019,11.25,94.6167,-4.21599,85.6786,12.5
-8.52245,12.0304,16.6326,-174.896,15.1019,-1.28596,10.9725,-21.1789,0.0409534,-7.75,32.4879,-30.5563,-10.0049,2.25
-32.8407,-74.2524,79.6602,-414.527,108.388,12.1154,11.4476,-23.7905,-7.46317,22,57.9863,-120.381,31.0731,26.25
