-60.2742,-30.4512,-8.89856,224.389,-1.48149,16.9817,-15.9439,22.4859,3.00599,4.49999,-58.4629,-3.39277,-60.7743,-2.25,-7.90172,14.6849,-4.59196,5.37906,-17.773,0.249835
-50.3551,-26.1556,1.66803,175.816,-12.3187,2.09661,-5.35085,18.9718,6.33811,0.125008,-41.5684,-8.7578,-1.07162,1.875,3.51447,-4.66216,4.29856,-1.13711,-10.8192,-3.65728
-24.7896,-7.08484,-7.6316,194.562,-7.11364,5.92645,-18.6813,11.7605,-1.38465,2.49999,-47.0356,-2.03033,-48.3399,0,-3.11839,14.7561,-3.63372,9.0021,-9.84022,2.86969
-27.4707,-31.8124,0.270598,203.243,-8.97781,5.27961,5.61013,5.32316,1.17795,0.999979,-48.6259,0.353553,-50.4715,5.5,-1.13454,-4.24543,-0.306456,-2.14591,0.376274,-1.09618
-29.1207,-28.9532,-0.856232,236.62,-1.91541,4.68408,2.29849,-0.0730658,5.40349,0.124997,-63.089,-3.80438,-64.4228,0.625,-1.34564,-2.60091,-0.144449,-0.316219,-1.90265,-2.10411
-20.4326,-49.0387,-17.4376,214.649,2.92335,4.44408,9.06545,-23.89,10.6737,7.49999,-48.8425,-2.68566,-50.117,-0.25,-4.0724,-7.15984,8.83689,-2.06208,16.7553,-5.82199
-52.5872,-39.6247,-16.9129,222.021,-2.11156,12.1171,-4.79871,14.4037,3.79604,9.74998,-59.251,-1.95711,-57.9735,2.75,-5.48467,2.3835,-0.627091,3.99255,-12.2905,1.74201
-42.1227,-31.0221,-8.5603,202.956,-8.73524,12.9691,3.91338,17.9734,-1.22396,5.625,-52.1538,-0.941942,-52.7349,6.375,-7.20694,-1.68436,0.095595,-1.80948,-12.5169,2.14174
0.50976,-11.5376,-1.7569,212.387,-7.44509,3.05748,-16.8566,-36.4485,0.92526,1.12497,-44.7972,1.14016,-55.0627,3.125,-1.22355,10.757,10.7155,4.72455,24.1593,0.0942679
-39.2186,-47.1703,-11.5629,220.604,-10.0814,8.7485,16.9365,9.86451,5.58561,7.125,-31.5957,-9.5078,-50.0248,4.375,-4.84709,-12.1519,-3.27372,-0.373264,-6.63279,1.21111
-57.8244,-27.2657,-9.0899,222.422,0.755751,14.6103,-20.1373,22.9052,2.385,6.75,-54.6549,-0.5,-64.5372,4.25,-8.30935,16.1675,-4.07707,9.28537,-19.4327,-1.27972
-8.00693,-27.9389,-1.16646,221.052,-3.75637,2.48391,-25.1195,-43.2182,7.2531,1.37499,-53.4588,2.95082,-59.9734,4.875,-2.43143,15.7535,13.5724,7.73808,30.4365,-6.26081
-7.10629,-20.2693,-7.04118,213.78,-4.78073,2.54254,-29.4795,-39.5929,6.95203,3,-51.0303,8.19086,-57.3374,6.25,-4.54412,18.7583,10.8911,8.58721,27.7665,-3.57354
-25.8018,5.06969,-7.65483,177.357,-11.3271,3.34033,-20.9321,6.56414,-4.2418,2.25002,-26.639,-11.9372,-29.8706,1.75,-2.2435,11.4979,4.93477,1.06256,-0.730971,1.28263
-20.7716,-52.1075,35.8088,209.444,-49.7723,0.0916719,14.6169,-19.7536,2.73523,-17,-52.0752,-2.71599,-38.0042,16.25,2.70503,-8.15664,4.83741,-4.34975,13.8939,2.89951
-7.71582,-17.8769,-6.32025,210.928,-5.19823,4.64593,-27.4884,-39.6176,3.88777,3.12499,-50.3952,7.8007,-55.5444,2.875,-3.62618,19.5683,10.9905,6.86879,26.8924,-4.4806
-53.919,-1.34411,14.9366,218.044,-3.42492,9.02733,-35.319,14.6659,-4.43891,-4.25001,-42.1884,-21.4602,-41.4512,-0.75,-7.47184,18.9709,9.7147,9.51605,-3.65252,3.77961
-24.0551,-40.3157,-1.03597,220.442,0.0956706,0.94601,11.4948,-1.79809,9.03662,-0.749995,-48.9441,-16.6532,-52.0111,2,0.812658,-8.04671,3.85811,0.222641,0.958406,-2.80337
-47.9881,-40.5306,42.2691,208.811,-60.4161,15.2275,-3.40592,7.8874,8.62078,-18.25,-48.639,-0.676778,-43.2889,28.75,-6.6622,-3.42804,-4.19918,9.40854,-5.76124,-3.94235
-40.2878,-11.5748,-12.739,206.598,-15.3261,19.1107,-40.6259,-3.41424,5.62848,9.25,-48.4957,3.71599,-40.2086,5,-10.0507,16.0965,1.15544,11.4261,-5.06763,-1.60595
-30.1985,-1.66583,-17.5846,168.468,-31.2938,12.832,-5.28764,-0.898239,5.49963,10.125,-28.6616,9.3828,-13.5233,6.125,1.05545,-13.5028,-1.33825,0.684378,-2.9431,-3.13313
-34.1277,-26.3857,-9.68234,205.166,-6.06607,5.83866,1.13936,7.65161,2.97456,1.625,-48.7219,-2.3776,-52.8268,5.625,-1.39881,-1.6762,-0.148705,1.69179,-5.53737,-2.42564
-26.7848,-34.8419,-3.63268,249.023,-3.90327,2.53429,2.98953,0.39743,7.8542,-0.500011,-61.1667,-3.44454,-70.987,1.5,2.29913,-3.0932,-0.295577,-0.737276,-1.16533,-2.20394
-3.48182,-24.1261,-1.2341,237.838,-6.61207,-0.074989,-16.3212,-37.9513,10.2999,0.500001,-55.8505,1.83211,-65.0737,0.75,-0.68793,12.642,13.8884,4.13574,29.0849,-3.91367
